,content
1050,懒人必备早餐「岩烧乳酪厚吐司」奶香浓郁，外酥里嫩的～[赢牛奶]烤过以后的吐司软软的再配上奶香乳酪🧀️太配啦～早上的话可以配上一杯黑咖啡，好吃又简单的早餐就搞定了，hin简单～冲！！#理想生活季##花式厨艺挑战#@鲜城彬彬是学长的微博视频
1051,女团获得打歌节目一位历时TOP91  IVE — 7天2 ITZY — 9天3 IZ*ONE — 10天4 BLACKPINK — 13天5 (G)I-DLE — 20天6 miss A — 22天7 S.E.S — 23天8 2NE1 — 28天9 aespa — 61天(cr 🐦)
1052,我盯了这个人好几天了，真的太拼了…#令人猝不及防的广告#
1053,《被迫结婚》@成楠硕8.omega听着alpha类似于告白的话脸红的不行，他心脏砰砰跳着，呼吸了两下，紧接着又抬起头，直视着alpha的双眸，下一秒扑进alpha怀里，双臂勾住了他的脖子，吻了上去。“在一起吧”omega说。他们俩虽然结婚也有三个多月了，相处模式也和正常情侣差不多，只是两人谁也不曾说 ...全文
1054,妈妈所做的这些都是希望顿顿@杨紫能够放下过去，希望顿顿能理解妈妈的苦衷。#电视剧女心理师#
1055,【神奇实验！#太空水球里放泡腾片啥样#】王亚平在“天宫课堂”中，将泡腾片放入蓝色水球中，失重环境下，泡腾片不断产生气泡，却始终不会离开水球↓↓#飞天梦永不失重#，为中国航天加油！#中国航天员开直播#网页链接（央视新闻客户端）央视新闻的微博视频
1056,#被爷爷的老年机秀到了#现在的老年机实用性好高
1057,哈喽大家好，我是肖顺尧，我正式以书桥达人身份参加本次公益活动，和大家一起携手搭建文化纽带，筑起爱的桥梁，将图书与爱传递到需要它的孩子手中，点击链接，大家和我一起行动吧网页链接
1058,当你第一次坐闺蜜的车笑疯了哈哈哈
1059,【#陕西新增1例本土确诊#，为隔离酒店工作人员】#陕西新增确诊为隔离酒店工作人员#12月8日0时-12月9日7时，陕西新增报告本土确诊病例1例。12月8日0-24时，陕西新增报告境外输入确诊病例1例、无症状感染者1例，无症状感染者解除医学观察1例。截至12月9日7时，陕西累计报告本土确诊病例264例，在院2例、 ...全文
1060,【扣3分罚200！济南交警今天起查处大货车右转不停车让行违法行为】#济南今起严查大货车右转不停车让行#12月8日上午，在济南世纪大道与凤鸣路路口，济南交警上路查处大型货车右转不停车让行的违法行为并进行处罚。“今天开始，我们将对大型货车右转不停车让行的违法行为按照扣3分罚款200元的办法进行处 ...全文
1061,明星夫妻吃醋现场 隔着屏幕都能感觉到醋味 沙溢 张智霖 李承铉#娱乐综艺##明星日常#何去何从hot的微博视频
1062,【单身可申请！#深圳市级公租房最低租金13.5元/㎡#】#深圳市级公租房来了#！根据《深圳市保障性住房条例》《深圳市公共租赁住房轮候与配租暂行办法》等有关规定，坪山区住房保障中心现面向全市公共租赁住房在册轮候人开展锦绣华晟家园和聚龙花园二期公共住房项目配租工作。本次市级公租房共提供房源3 ...全文
1063,【#女子接触霉变玉米后肺部长满真菌#】一23岁女子前段时间回老家帮忙收玉米，事后连续1个多月咳喘不止。经医生检查，她的肺部长满了黄曲霉菌，引发了真菌感染。据该女子回忆，当时她主要负责将晾晒的玉米收进袋子中，有些玉米可能淋雨霉坏，而她没有做任何防护措施。经视直播官方微博的微博视频
1064,#冰城战疫暖心事##传播改变公益##看见公益#感谢奋战在一线的工作人员志愿者们，也感谢那些配合疫情防控的人们。战疫必胜！期待重启的那一刻救援先锋玄德公的微博视频
1065,一个没忍住跑去拍写真去了哈哈哈哈哈哈哈实在太火了   就是想拥有！！！！猜猜我拍的哪套！！
1066,#晋城雪景美如画#近日，雪花降临了晋城这一块土地，白皑皑的雪，美极了。这些绝佳赏雪地，藏着泽州最极致的冬天！冬日欣赏这般美景，真的很不错。
1067,#城市追击-香港##香港#【人民日报钟声：#美邀在逃犯罪嫌疑人参加民主峰会#，是对民主的最大亵渎！】近日，畏罪潜逃的反中乱港分子罗冠聪自称获美方“邀请”参加所谓“领导人民主峰会”，再次给所谓“民主峰会”毫无民主可言增加了铁的事实。美国政府为这名“港独”分子提供表演舞台，进一步暴露出所 ...全文
1068,许佳琪工作室更新kiki真的好适合贝雷帽，胶片风kiki好有氛围感@THE9-许佳琪
1069,【720秒生死通话……#110接线小姐姐暖心劝下欲轻生男孩 #】日前，四川@威远公安110指挥中心大厅内，一通报警电话引起接警员胡丽娟以及值守民警们的高度警觉：一14岁男孩因为得不到父母的信任想要轻生。最终，凭借接警员的沉着冷静和暖心话语，街面巡组与辖区派出所的争分夺秒，民警及时找到欲轻生男孩 ...全文
1070,【厦门土拍后楼市将何去何从？多位业内剖析未来走势】#厦门土拍后楼市走向解读#厦门土拍后楼市将何去何从？多位业内剖析未来走势
1071,早上突然想起重庆电视台报道的一个故事，大概发生在七八年前吧，一个河北小伙，家是中铁的，在重庆读大学，毕业后留在重庆工作。可老妈不同意，要求儿子回到自己家单位，也就是中铁工作，中铁是大央企，工作稳定面子足。这老太不只是要求儿子离开重庆，是铁了心死活要求儿子离开重庆。在儿子毕业工作 ...全文
1072,【#女孩外穿秋衣秋裤上下学#，妈妈:接她的时候我下巴都惊掉了】#海南人眼里的冬天#12月8日，海南海口。熊女士接女儿放学时，看到女儿穿了一身秋衣秋裤。熊女士称，当天早上没看天气预报，让女儿穿上秋衣秋裤套在校服里，可能因为学校太热了，女儿就把校服给脱了，接女儿放学的时候她下巴都惊掉了。 ...全文
1073,#杨洋接气球##杨洋青春环游记3#青春环游记杨洋完美接水球，帅气满点，就是把关晓彤给吓得逃一旁去了娱乐小豆豆的微博视频
1074,【#7岁男孩被落公交后教科书式求助#】近日，重庆九龙坡区，一男孩向路边执勤的民警求助，称和妈妈走丢了。原来，男孩与妈妈坐公交车，妈妈在前一站下车，却把孩子忘在车上。所幸男孩记得妈妈的电话号码，在下一站下车后，他立即找到路边执勤的民警，说想借手机给妈妈打电话。随后，男孩与妈妈取得了联 ...全文
1075,张予曦韩栋雨中相拥亲吻，这样吻是爱到骨子里了吧！弹个剧的微博视频
1076,我也想要怎么美的老婆！《师父》#视频制作人出道计划##吸睛制作人计划#搞笑佬的微博视频
1077,【昆明#西山区绿荫大道新建工程将开建#：投资9.2亿，全长2.7千米】12月3日，昆明市公共资源交易平台发布《西山区绿荫大道新建工程施工、监理招标公告》。根据公告，西山区绿荫大道新建工程位于昆明市西山区福海、前卫街道办事处辖区内。起于采莲河，止于前兴路，道路全长2.7千米，规划红线宽40米，规 ...全文
1078,#普京一人与拜登等五人举行视频会#普京集结10万大军，巧妙创造“筹码”，拜登被迫“营业”。12月7号，普京一人与拜登等五人举行视频会。根据会后公布的消息，拜登警告俄罗斯不要对俄罗斯动手，否则将对俄罗斯进行制裁。普京则批评美国率领的北约不断东扩，利用乌克兰领土在俄乌边境强化军事存在。...全文
1079,#猫咪在洗澡的时候可以有多乖#这是一只洗澡不缩水的小胖猫，怎么会有洗澡这么乖的猫咪呀花开笑逐颜哇的微博视频
1080,#和北京冬奥一起向未来##全民唱响一起向未来#来和我共同唱响冬奥，为北京冬奥助力，一起向未来！#乐享冬奥#宣璐的微博视频
1081,今天，微博揭晓#2021微博年度表情#是[开学季]，9月发布，现在已经被用了6800多万次。设计师@ccccup冲说最开始是为了开学而设计的表情，现在被网友广泛运用于下班放学，提桶跑路，阴阳怪气哈哈哈哈哈哈哈哈哈#微博年度表情是如何设计出来的#
1082,谁说不是呢？
1083,被疫情偷走的两年
1084,【#10天后四六级考试#送你一份词汇清单！转起分享！】四六级考前最后10天，你准备得如何？加油！过！
1085,【#小狗隔着玻璃门与美洲狮对峙#】美国科罗拉多州一女子下班后，发现院子里来了一头美洲狮，隔着玻璃门对屋子里很好奇。她家的小狗Dash就在玻璃门另一侧，Dash非但一点也不害怕，反倒和美洲狮对峙起来，而她自己则被吓到瑟瑟发抖...YouTube精彩视频的微博视频
1086,#微博最阴阳怪气的表情##鹿晗#综艺里的表情包大户，搞笑又呆萌的傻狍子系列，瞬间变脸也是一绝～选秀再爱我一次的微博视频
1087,哈哈哈虽然很社死，但是很好磕#在公司抓人搬水抓到老板#
1088,三观很正的男孩我要追你了
1089,【明年#北京33万初中生将享受免费在线辅导#】12月8日下午，北京市教委召开中学教师开放型在线辅导计划线上启动。北京市教委相关负责人介绍，在前期三个阶段试点后，北京市中学教师开放型在线辅导将实施范围拓展至全市，覆盖所有初中学生。全市646所学校33万余名学生将可在2022年1月1日起免费接受在线辅 ...全文
1090,【#辟谣浙江越秀外国语学院因疫情封校#】网传“浙江越秀外国语学院因疫情封校”？假的！ via.绍兴发布绍兴
1091,💥美炸天了！！！状态不能更棒！！！流行女皇布蘭妮社交网络更新，两套大牌白色礼服穿上身，脚踏@ChristianLouboutin路铂廷新款高跟鞋，对着镜头摇曳生姿，状态好到炸裂！背景音乐用到了翻唱版本的《Sexy Back》虽然不知是巧合还是有意为之，总之就是Justin Timberlake Who？BritneyLegion的微博视频
1092,抱歉，此微博已被删除。查看帮助：网页链接
1093,中央政策研究室副主任:不管官多大，地位多高，违法乱纪必将受到严肃惩处，任何人都不另外别致大视野的微博视频
1094,【你不可错过的#海南私藏小众艺术馆#】在海南，除了大型综合文化艺术场馆外，还有许多有着不同的魅力的小众文化艺术馆，它们或展品精湛，或建筑特别，亦或充满着历史文化气息。今天小浪给大家分享几个宝藏艺术馆，快来看看你都去过吗？ Via.海南日报
1095,#辣妈正传 孙俪#孙俪讲述第一次看见自己儿子很陌生，都不知道和孩子如何沟通演员 孙俪 张译 我在看综艺娱乐小明明的微博视频
1096,【生活不易！#外卖员被撞起身第一句话还要去送单#】12月6日晚，河南郑州一路口发生一起交通事故，一外卖小哥被一辆私家车撞飞，趴在地上不停抽动，当事司机立即报警并拨打120。几分钟后外卖小哥缓缓爬起来，跟当事车主说“我没事，我还要去送单”。小哥表示身体没啥问题不用去医院，不想麻烦当事司 ...全文
1097,#铁路调车场上的日出#铁路货运列车需要在某些车站由铁路调车员解体，再重新编组连挂在一起，将货物运往全国各地，调车员们喜欢把编组列车形容为一条桀骜不驯的“铁龙”。戳视频↓↓↓“驯龙场”上的日出，送给每一位辛勤奋斗的你！（视频：林世杰）@南宁铁路中国铁路的微博视频
